ID;Jenis Kelamin;Marital status;Usia;Pendidikan;Pendapatan;Pekerjaan;Settlement size
100001250;Pria;Belum Menikah;44;SMA;107301;Amatir;Big
100001251;Pria;Menikah;29;SMA;103767;Proffesional;Mid
100001252;Pria;Belum Menikah;44;SMA;141493;Amatir;Big
100001253;Pria;Belum Menikah;38;SMA;154339;Amatir;Big
100001254;Pria;Menikah;26;SMA;112369;Tidak Bekerja;Mid
100001255;Pria;Belum Menikah;53;SMA;158193;Amatir;Mid
100001256;Pria;Belum Menikah;43;SMA;143734;Amatir;Mid
100001257;Pria;Belum Menikah;33;SMA;121890;Amatir;Mid
100001258;Pria;Belum Menikah;52;SMA;127609;Tidak Bekerja;Mid
100001259;Pria;Menikah;26;SMA;94650;Tidak Bekerja;Big
100001260;Pria;Belum Menikah;38;SMA;175504;Proffesional;Mid
100001261;Pria;Belum Menikah;47;SMA;165495;Amatir;Big
100001262;Pria;Menikah;26;SMA;120389;Amatir;Mid
100001263;Pria;Menikah;36;SMA;165340;Amatir;Mid
100001264;Pria;Belum Menikah;36;SMA;119804;Amatir;Mid
100001265;Pria;Belum Menikah;57;S1;154344;Proffesional;Mid
100001266;Pria;Menikah;31;SMA;106266;Proffesional;Big
100001267;Pria;Belum Menikah;45;SMA;136129;Amatir;Mid
100001268;Pria;Belum Menikah;40;SMA;151914;Proffesional;Mid
100001269;Pria;Menikah;21;SMA;121473;Amatir;Mid
100001270;Pria;Belum Menikah;46;SMA;127147;Amatir;Big
100001271;Pria;Belum Menikah;35;SMA;125387;Amatir;Big
100001272;Pria;Menikah;31;SMA;139490;Tidak Bekerja;Big
100001273;Pria;Belum Menikah;51;SMA;124990;Amatir;Big
100001274;Pria;Menikah;21;SMA;101471;Proffesional;Mid
100001275;Pria;Belum Menikah;48;SMA;155708;Amatir;Mid
100001276;Pria;Belum Menikah;48;SMA;142345;Amatir;Big
100001277;Pria;Belum Menikah;68;S1;148675;Tidak Bekerja;Mid
100001278;Pria;Menikah;45;S1;116484;Amatir;Big
100001279;Pria;Belum Menikah;35;SMA;150237;Proffesional;Big
100001280;Pria;Menikah;22;SMA;100273;Amatir;Big
100001281;Pria;Belum Menikah;44;SMA;122292;Tidak Bekerja;Mid
100001282;Pria;Belum Menikah;52;SMA;159216;Amatir;Mid
100001283;Pria;Belum Menikah;48;SMA;130082;Amatir;Big
100001284;Pria;Belum Menikah;33;SMA;139547;Amatir;Big
100001285;Pria;Menikah;35;SMA;122895;Amatir;Mid
100001286;Pria;Menikah;64;S1;154549;Amatir;Mid
100001287;Pria;Belum Menikah;58;SMA;149315;Tidak Bekerja;Big
100001288;Pria;Menikah;24;SMA;118101;Tidak Bekerja;Big
100001289;Pria;Belum Menikah;40;SMA;115831;Tidak Bekerja;Big
100001290;Pria;Belum Menikah;49;SMA;118571;Proffesional;Big
100001291;Pria;Belum Menikah;31;SMA;138906;Amatir;Big
100001292;Pria;Belum Menikah;46;SMA;98520;Amatir;Big
100001293;Pria;Belum Menikah;46;SMA;106576;Amatir;Mid
100001294;Pria;Belum Menikah;49;SMA;121592;Amatir;Mid
100001295;Pria;Belum Menikah;29;SMA;135605;Tidak Bekerja;Mid
100001296;Pria;Belum Menikah;37;SMA;114552;Amatir;Big
100001297;Pria;Belum Menikah;33;SMA;151339;Proffesional;Mid
100001298;Pria;Belum Menikah;71;S1;170387;Amatir;Big
100001299;Pria;Belum Menikah;35;SMA;118288;Amatir;Big
100001300;Pria;Belum Menikah;40;SMA;109992;Amatir;Big
100001301;Wanita;Belum Menikah;27;SMA;90654;Tidak Bekerja;Small
100001302;Wanita;Belum Menikah;61;S1;113290;Tidak Bekerja;Small
100001303;Wanita;Menikah;29;SMA;100093;Amatir;Mid
100001304;Wanita;Belum Menikah;33;SMA;109489;Amatir;Small
100001305;Wanita;Belum Menikah;56;S1;139427;Tidak Bekerja;Small
100001306;Wanita;Menikah;27;SMA;123411;Amatir;Mid
100001307;Wanita;Menikah;22;SMA;137925;Amatir;Small
100001308;Wanita;Menikah;19;SMA;99119;Amatir;Small
100001309;Wanita;Menikah;28;SMA;91084;Amatir;Mid
100001310;Wanita;Menikah;24;SMA;110137;Amatir;Mid
100001311;Wanita;Menikah;27;SMA;67041;Tidak Bekerja;Small
100001312;Wanita;Menikah;30;SMA;127299;Amatir;Mid
100001313;Wanita;Belum Menikah;26;SMA;84555;Tidak Bekerja;Small
100001314;Wanita;Menikah;26;SMA;123895;Amatir;Small
100001315;Wanita;Menikah;23;SMA;94324;Amatir;Mid
100001316;Wanita;Menikah;28;SMA;96062;Amatir;Small
100001317;Wanita;Menikah;67;S2;144843;Amatir;Small
100001318;Wanita;Menikah;27;SMA;107485;Amatir;Mid
100001319;Wanita;Menikah;32;SMA;98573;Amatir;Small
100001320;Wanita;Belum Menikah;24;SMA;107462;Tidak Bekerja;Small
100001321;Wanita;Menikah;28;SMA;115809;Amatir;Mid
100001322;Wanita;Belum Menikah;48;S1;118749;Tidak Bekerja;Small
100001323;Wanita;Menikah;32;SMA;139112;Amatir;Mid
100001324;Wanita;Menikah;25;SMA;94075;Amatir;Small
100001325;Wanita;Menikah;57;S1;62002;Tidak Bekerja;Small
100001326;Wanita;Menikah;28;SMA;127262;Amatir;Small
100001327;Wanita;Menikah;24;SMA;122846;Amatir;Mid
100001328;Wanita;Menikah;25;SMA;61907;Tidak Bekerja;Small
100001329;Wanita;Belum Menikah;31;SMA;89287;Tidak Bekerja;Small
100001330;Wanita;Belum Menikah;33;SMA;103696;Amatir;Mid
100001331;Wanita;Menikah;50;S1;147603;Amatir;Small
100001332;Wanita;Menikah;58;S1;139229;Tidak Bekerja;Mid
100001333;Wanita;Menikah;27;SMA;107932;Tidak Bekerja;Small
100001334;Wanita;Menikah;48;S1;116235;Tidak Bekerja;Small
100001335;Wanita;Menikah;22;SMA;85974;Tidak Bekerja;Small
100001336;Wanita;Menikah;40;SMA;124001;Tidak Bekerja;Small
100001337;Wanita;Menikah;32;SMA;121428;Amatir;Small
100001338;Wanita;Belum Menikah;25;SMA;93233;Tidak Bekerja;Small
100001339;Wanita;Menikah;27;SMA;67965;Tidak Bekerja;Small
100001340;Wanita;Menikah;27;SMA;88001;Tidak Bekerja;Small
100001341;Wanita;Menikah;23;SMA;129112;Amatir;Small
100001342;Wanita;Menikah;32;SMA;109324;Amatir;Mid
100001343;Wanita;Menikah;25;SMA;112785;Amatir;Mid
100001344;Wanita;Menikah;46;S1;136735;Tidak Bekerja;Small
100001345;Wanita;Menikah;21;SMA;107779;Amatir;Mid
100001346;Wanita;Menikah;29;SMA;103526;Amatir;Small
100001347;Wanita;Menikah;31;SMA;93171;Tidak Bekerja;Small
100001348;Wanita;Belum Menikah;26;SMA;106559;Tidak Bekerja;Small
100001349;Wanita;Menikah;23;SMA;112728;Amatir;Mid
100001350;Wanita;Belum Menikah;38;SMA;102855;Amatir;Mid
100001351;Wanita;Belum Menikah;35;SMA;85381;Tidak Bekerja;Small
100001352;Wanita;Menikah;27;SMA;100762;Amatir;Mid
100001353;Wanita;Menikah;22;SMA;131445;Amatir;Mid
100001354;Wanita;Menikah;52;S1;123194;Amatir;Small
100001355;Wanita;Menikah;19;SMA;99519;Amatir;Mid
100001356;Wanita;Menikah;23;SMA;112853;Amatir;Small
100001357;Wanita;Belum Menikah;42;SMA;110509;Amatir;Small
100001358;Wanita;Menikah;27;SMA;106446;Amatir;Mid
100001359;Wanita;Menikah;39;S1;89665;Tidak Bekerja;Small
100001360;Wanita;Menikah;50;S1;128233;Amatir;Mid
100001361;Wanita;Menikah;36;SMA;133615;Amatir;Small
100001362;Wanita;Menikah;25;SMA;115833;Amatir;Mid
100001363;Wanita;Menikah;27;SMA;65560;Tidak Bekerja;Small
100001364;Wanita;Menikah;30;SMA;118642;Amatir;Small
100001365;Wanita;Belum Menikah;22;SMA;63635;Tidak Bekerja;Small
100001366;Wanita;Menikah;27;SMA;122649;Amatir;Mid
100001367;Wanita;Belum Menikah;31;SMA;143321;Proffesional;Mid
100001368;Wanita;Menikah;29;SMA;99556;Amatir;Small
100001369;Wanita;Belum Menikah;34;SMA;36760;Tidak Bekerja;Small
100001370;Wanita;Belum Menikah;33;SMA;71935;Tidak Bekerja;Small
100001371;Wanita;Menikah;26;SMA;114977;Amatir;Small
100001372;Wanita;Menikah;36;SMA;147691;Amatir;Mid
100001373;Wanita;Menikah;26;SMA;54296;Tidak Bekerja;Small
100001374;Wanita;Menikah;39;SMA;80014;Tidak Bekerja;Small
100001375;Wanita;Menikah;44;S1;77887;Tidak Bekerja;Small
100001376;Wanita;Menikah;46;S1;98517;Tidak Bekerja;Small
100001377;Wanita;Menikah;31;SMA;103012;Tidak Bekerja;Small
100001378;Wanita;Belum Menikah;26;SMA;121377;Amatir;Small
100001379;Wanita;Menikah;22;SMA;91359;Amatir;Mid
100001380;Wanita;Belum Menikah;48;S1;104833;Tidak Bekerja;Small
100001381;Wanita;Menikah;27;SMA;101209;Amatir;Small
100001382;Wanita;Belum Menikah;30;SMA;58207;Tidak Bekerja;Small
100001383;Wanita;Menikah;27;SMA;116708;Amatir;Mid
100001384;Wanita;Menikah;36;SMA;107471;Amatir;Mid
100001385;Wanita;Menikah;31;SMA;128495;Amatir;Small
100001386;Wanita;Belum Menikah;21;SMA;124468;Amatir;Small
100001387;Wanita;Menikah;26;SMA;106922;Amatir;Mid
100001388;Wanita;Belum Menikah;24;SMA;104291;Amatir;Small
100001389;Wanita;Menikah;29;SMA;98204;Amatir;Small
100001390;Wanita;Menikah;32;SMA;127071;Amatir;Small
100001391;Wanita;Menikah;45;S1;85115;Tidak Bekerja;Small
100001392;Wanita;Menikah;58;S1;104013;Tidak Bekerja;Small
100001393;Wanita;Menikah;25;SMA;89863;Amatir;Small
100001394;Wanita;Menikah;67;S2;135300;Amatir;Small
100001395;Wanita;Menikah;53;S1;107861;Tidak Bekerja;Small
100001396;Wanita;Menikah;24;SMA;123994;Amatir;Small
100001397;Wanita;Belum Menikah;20;SMA;91270;Tidak Bekerja;Small
100001398;Wanita;Menikah;71;S2;133245;Tidak Bekerja;Small
100001399;Wanita;Menikah;31;SMA;118594;Amatir;Mid
100001400;Wanita;Menikah;27;SMA;40606;Tidak Bekerja;Small
100001401;Wanita;Menikah;36;SMA;129304;Tidak Bekerja;Small
100001402;Wanita;Menikah;25;SMA;113118;Amatir;Small
100001403;Wanita;Belum Menikah;41;SMA;133131;Amatir;Small
100001404;Wanita;Menikah;30;SMA;106876;Amatir;Mid
100001405;Wanita;Menikah;32;SMA;130870;Amatir;Mid
100001406;Wanita;Menikah;29;SMA;125621;Tidak Bekerja;Small
100001407;Wanita;Belum Menikah;27;SMA;78923;Tidak Bekerja;Small
100001408;Wanita;Menikah;32;SMA;123983;Amatir;Small
100001409;Wanita;Menikah;25;SMA;75184;Tidak Bekerja;Small
100001410;Wanita;Belum Menikah;24;SMA;109693;Amatir;Small
100001411;Wanita;Menikah;63;S1;86273;Tidak Bekerja;Small
100001412;Wanita;Belum Menikah;42;S1;113190;Tidak Bekerja;Small
100001413;Wanita;Menikah;22;SMA;109274;Tidak Bekerja;Small
100001414;Wanita;Menikah;46;S1;143489;Amatir;Mid
100001415;Wanita;Menikah;24;SMA;99570;Amatir;Mid
100001416;Wanita;Belum Menikah;30;SMA;139468;Amatir;Mid
100001417;Wanita;Menikah;44;S1;108627;Tidak Bekerja;Small
100001418;Wanita;Belum Menikah;25;SMA;106355;Amatir;Small
100001419;Wanita;Menikah;27;SMA;96952;Amatir;Small
100001420;Wanita;Menikah;27;SMA;141502;Amatir;Mid
100001421;Wanita;Menikah;34;SMA;110420;Amatir;Mid
100001422;Wanita;Menikah;18;SMA;97741;Amatir;Mid
100001423;Wanita;Menikah;25;SMA;99583;Amatir;Mid
100001424;Wanita;Menikah;21;SMA;63698;Tidak Bekerja;Small
100001425;Wanita;Menikah;26;SMA;116688;Amatir;Mid
100001426;Wanita;Menikah;27;SMA;131542;Proffesional;Mid
100001427;Wanita;Belum Menikah;25;SMA;136055;Amatir;Mid
100001428;Wanita;Menikah;30;SMA;100195;Amatir;Mid
100001429;Wanita;Belum Menikah;66;S2;131001;Amatir;Small
100001430;Wanita;Menikah;25;SMA;104062;Amatir;Mid
100001431;Wanita;Menikah;43;S1;137689;Amatir;Small
100001432;Wanita;Menikah;35;SMA;137705;Amatir;Mid
100001433;Wanita;Belum Menikah;70;S2;69915;Tidak Bekerja;Small
100001434;Wanita;Belum Menikah;35;SMA;68731;Tidak Bekerja;Small
100001435;Wanita;Menikah;26;SMA;105726;Amatir;Small
100001436;Wanita;Belum Menikah;29;SMA;78078;Tidak Bekerja;Small
100001437;Wanita;Menikah;22;SMA;110835;Tidak Bekerja;Small
100001438;Wanita;Belum Menikah;26;SMA;115531;Amatir;Mid
100001439;Wanita;Menikah;36;SMA;92723;Tidak Bekerja;Small
100001440;Wanita;Menikah;35;SMA;107509;Amatir;Mid
100001441;Wanita;Menikah;28;SMA;116763;Amatir;Mid
100001442;Wanita;Menikah;24;SMA;100733;Amatir;Small
100001443;Wanita;Menikah;34;SMA;92652;Tidak Bekerja;Small
100001444;Wanita;Menikah;25;SMA;106987;Amatir;Small
100001445;Wanita;Menikah;54;S1;51882;Tidak Bekerja;Small
100001446;Wanita;Belum Menikah;46;S1;104751;Tidak Bekerja;Small
100001447;Wanita;Menikah;42;SMA;50947;Tidak Bekerja;Small
100001448;Wanita;Belum Menikah;45;S1;126986;Tidak Bekerja;Small
100001449;Wanita;Belum Menikah;48;S1;110223;Tidak Bekerja;Small
100001450;Wanita;Belum Menikah;21;SMA;100591;Tidak Bekerja;Small
100001451;Wanita;Menikah;31;SMA;123257;Amatir;Small
100001452;Wanita;Belum Menikah;35;SMA;137736;Amatir;Mid
100001453;Wanita;Menikah;36;SMA;110221;Amatir;Mid
100001454;Wanita;Menikah;32;SMA;99703;Tidak Bekerja;Small
100001455;Wanita;Menikah;26;SMA;106667;Tidak Bekerja;Small
100001456;Wanita;Menikah;34;SMA;143319;Amatir;Small
100001457;Wanita;Menikah;65;S1;135557;Amatir;Mid
100001458;Wanita;Menikah;50;S1;93390;Tidak Bekerja;Small
100001459;Wanita;Menikah;39;SMA;97577;Amatir;Small
100001460;Wanita;Belum Menikah;52;S1;124196;Tidak Bekerja;Small
100001461;Wanita;Menikah;36;SMA;81136;Tidak Bekerja;Small
100001462;Wanita;Menikah;29;SMA;119439;Amatir;Small
100001463;Wanita;Menikah;36;SMA;145231;Amatir;Mid
100001464;Wanita;Menikah;36;SMA;85623;Tidak Bekerja;Small
100001465;Wanita;Menikah;27;SMA;145373;Amatir;Mid
100001466;Wanita;Menikah;36;SMA;135896;Proffesional;Mid
100001467;Wanita;Menikah;26;SMA;106470;Amatir;Mid
100001468;Wanita;Belum Menikah;57;S1;113334;Amatir;Mid
100001469;Wanita;Belum Menikah;27;SMA;100560;Tidak Bekerja;Small
100001470;Wanita;Menikah;58;S1;108442;Tidak Bekerja;Small
100001471;Wanita;Menikah;27;SMA;64472;Tidak Bekerja;Small
100001472;Wanita;Menikah;49;S1;120207;Amatir;Small
100001473;Wanita;Menikah;43;S1;101680;Amatir;Small
100001474;Wanita;Belum Menikah;45;S1;92342;Tidak Bekerja;Small
100001475;Wanita;Menikah;27;SMA;98611;Tidak Bekerja;Small
100001476;Wanita;Menikah;34;SMA;97613;Amatir;Mid
100001477;Wanita;Menikah;21;SMA;82298;Tidak Bekerja;Small
100001478;Wanita;Menikah;54;S1;125302;Amatir;Mid
100001479;Wanita;Menikah;43;S1;108725;Tidak Bekerja;Small
100001480;Wanita;Belum Menikah;25;SMA;85569;Tidak Bekerja;Small
100001481;Wanita;Belum Menikah;57;S1;110372;Tidak Bekerja;Small
100001482;Wanita;Menikah;26;SMA;100511;Amatir;Mid
100001483;Wanita;Belum Menikah;30;SMA;110455;Amatir;Small
100001484;Wanita;Belum Menikah;58;S1;141993;Tidak Bekerja;Small
100001485;Wanita;Menikah;25;SMA;121789;Amatir;Mid
100001486;Wanita;Menikah;23;SMA;138967;Amatir;Small
100001487;Wanita;Belum Menikah;22;SMA;105230;Amatir;Small
100001488;Wanita;Menikah;21;SMA;90656;Amatir;Mid
100001489;Wanita;Menikah;20;SMA;115445;Amatir;Mid
100001490;Wanita;Menikah;22;SMA;59955;Tidak Bekerja;Small
100001491;Wanita;Belum Menikah;27;SMA;126268;Amatir;Mid
100001492;Wanita;Belum Menikah;24;SMA;80830;Tidak Bekerja;Small
100001493;Wanita;Menikah;23;SMA;123625;Amatir;Small
100001494;Wanita;Menikah;26;SMA;102543;Amatir;Mid
100001495;Wanita;Belum Menikah;28;SMA;101948;Amatir;Small
100001496;Wanita;Menikah;64;S2;142280;Amatir;Small
100001497;Wanita;Menikah;26;SMA;105434;Amatir;Mid
100001498;Wanita;Menikah;31;SMA;106115;Amatir;Small
100001499;Wanita;Belum Menikah;28;SMA;111057;Tidak Bekerja;Small
100001500;Wanita;Menikah;25;SMA;117758;Amatir;Mid
100001501;Wanita;Belum Menikah;49;S1;118396;Tidak Bekerja;Small
100001502;Wanita;Menikah;33;SMA;136260;Amatir;Mid
100001503;Wanita;Belum Menikah;27;SMA;97192;Amatir;Small
100001504;Wanita;Menikah;59;S1;62101;Tidak Bekerja;Small
100001505;Wanita;Menikah;28;SMA;123497;Amatir;Small
100001506;Wanita;Menikah;24;SMA;120326;Amatir;Mid
100001507;Wanita;Menikah;26;SMA;66645;Tidak Bekerja;Small
100001508;Wanita;Belum Menikah;33;SMA;83429;Tidak Bekerja;Small
100001509;Wanita;Belum Menikah;37;SMA;107539;Amatir;Mid
100001510;Wanita;Menikah;46;S1;153880;Amatir;Small
100001511;Wanita;Menikah;62;S1;140178;Tidak Bekerja;Mid
100001512;Wanita;Belum Menikah;26;SMA;100402;Tidak Bekerja;Small
100001513;Wanita;Menikah;49;S1;122158;Tidak Bekerja;Small
100001514;Wanita;Menikah;25;SMA;89331;Tidak Bekerja;Small
100001515;Wanita;Menikah;37;SMA;125359;Tidak Bekerja;Small
100001516;Wanita;Belum Menikah;31;SMA;124110;Amatir;Small
100001517;Wanita;Belum Menikah;25;SMA;93526;Tidak Bekerja;Small
100001518;Wanita;Menikah;21;SMA;70170;Tidak Bekerja;Small
100001519;Wanita;Menikah;27;SMA;82357;Tidak Bekerja;Small
100001520;Wanita;Menikah;29;SMA;126745;Amatir;Small
100001521;Wanita;Menikah;30;SMA;103326;Amatir;Mid
100001522;Wanita;Menikah;26;SMA;116048;Amatir;Mid
100001523;Wanita;Menikah;40;S1;137115;Tidak Bekerja;Small
100001524;Wanita;Menikah;23;SMA;105365;Amatir;Mid
100001525;Wanita;Menikah;31;SMA;95911;Amatir;Small
100001526;Wanita;Menikah;29;SMA;88669;Tidak Bekerja;Small
100001527;Wanita;Belum Menikah;22;SMA;103776;Tidak Bekerja;Small
100001528;Wanita;Menikah;26;SMA;108864;Amatir;Mid
100001529;Wanita;Belum Menikah;39;SMA;106037;Amatir;Mid
100001530;Wanita;Belum Menikah;35;SMA;84851;Tidak Bekerja;Small
100001531;Wanita;Menikah;26;SMA;95748;Amatir;Mid
100001532;Wanita;Menikah;28;SMA;133616;Amatir;Mid
100001533;Wanita;Menikah;56;S1;132752;Amatir;Small
100001534;Wanita;Menikah;22;SMA;95712;Amatir;Mid
100001535;Wanita;Menikah;26;SMA;109063;Amatir;Small
100001536;Wanita;Belum Menikah;41;SMA;113521;Amatir;Small
100001537;Wanita;Menikah;29;SMA;109380;Amatir;Mid
100001538;Wanita;Menikah;42;S1;82558;Tidak Bekerja;Small
100001539;Wanita;Menikah;50;S1;124777;Amatir;Mid
100001540;Wanita;Menikah;33;SMA;133542;Amatir;Small
100001541;Wanita;Menikah;28;SMA;116492;Amatir;Mid
100001542;Wanita;Menikah;27;SMA;68834;Tidak Bekerja;Small
100001543;Wanita;Menikah;27;SMA;124023;Amatir;Small
100001544;Wanita;Belum Menikah;28;SMA;63882;Tidak Bekerja;Small
100001545;Wanita;Menikah;24;SMA;122492;Amatir;Mid
100001546;Wanita;Belum Menikah;28;SMA;141453;Proffesional;Mid
100001547;Wanita;Menikah;32;SMA;99327;Amatir;Small
100001548;Wanita;Belum Menikah;32;SMA;45590;Tidak Bekerja;Small
100001549;Wanita;Belum Menikah;30;SMA;71167;Tidak Bekerja;Small
100001550;Wanita;Menikah;29;SMA;111992;Amatir;Small
100001551;Wanita;Menikah;37;SMA;145140;Amatir;Mid
100001552;Wanita;Menikah;24;SMA;49672;Tidak Bekerja;Small
100001553;Wanita;Menikah;36;SMA;75536;Tidak Bekerja;Small
100001554;Wanita;Menikah;40;S1;86720;Tidak Bekerja;Small
100001555;Wanita;Menikah;51;S1;97729;Tidak Bekerja;Small
100001556;Wanita;Menikah;33;SMA;106808;Tidak Bekerja;Small
100001557;Wanita;Belum Menikah;31;SMA;117971;Amatir;Small
100001558;Wanita;Menikah;29;SMA;97731;Amatir;Mid
100001559;Wanita;Belum Menikah;48;S1;109196;Tidak Bekerja;Small
100001560;Wanita;Menikah;25;SMA;94905;Amatir;Small
100001561;Wanita;Belum Menikah;28;SMA;57480;Tidak Bekerja;Small
100001562;Wanita;Menikah;23;SMA;109175;Amatir;Mid
100001563;Wanita;Menikah;32;SMA;111174;Amatir;Mid
100001564;Wanita;Menikah;34;SMA;127255;Amatir;Small
100001565;Wanita;Belum Menikah;23;SMA;115499;Amatir;Small
100001566;Wanita;Menikah;25;SMA;109499;Amatir;Mid
100001567;Wanita;Belum Menikah;25;SMA;104696;Amatir;Small
100001568;Wanita;Menikah;27;SMA;104467;Amatir;Small
100001569;Wanita;Menikah;29;SMA;120157;Amatir;Small
100001570;Wanita;Menikah;46;S1;81200;Tidak Bekerja;Small
100001571;Wanita;Menikah;61;S1;97558;Tidak Bekerja;Small
100001572;Wanita;Menikah;25;SMA;95914;Amatir;Small
100001573;Wanita;Menikah;67;S2;128053;Amatir;Small
100001574;Wanita;Menikah;49;S1;101734;Tidak Bekerja;Small
100001575;Wanita;Menikah;21;SMA;126009;Amatir;Small
100001576;Wanita;Belum Menikah;19;SMA;91232;Tidak Bekerja;Small
100001577;Wanita;Menikah;67;S2;128343;Tidak Bekerja;Small
100001578;Wanita;Menikah;31;SMA;110040;Amatir;Mid
100001579;Wanita;Menikah;27;SMA;38247;Tidak Bekerja;Small
100001580;Wanita;Menikah;37;SMA;129027;Tidak Bekerja;Small
100001581;Wanita;Menikah;27;SMA;115026;Amatir;Small
100001582;Wanita;Belum Menikah;36;SMA;130323;Amatir;Small
100001583;Wanita;Menikah;24;SMA;103181;Amatir;Mid
100001584;Wanita;Menikah;31;SMA;138307;Amatir;Mid
100001585;Wanita;Menikah;29;SMA;122564;Tidak Bekerja;Small
100001586;Wanita;Belum Menikah;28;SMA;82351;Tidak Bekerja;Small
100001587;Wanita;Menikah;34;SMA;125351;Amatir;Small
100001588;Wanita;Menikah;26;SMA;82940;Tidak Bekerja;Small
100001589;Wanita;Belum Menikah;21;SMA;108029;Amatir;Small
100001590;Wanita;Menikah;63;S1;82734;Tidak Bekerja;Small
100001591;Wanita;Belum Menikah;38;S1;116816;Tidak Bekerja;Small
100001592;Wanita;Menikah;20;SMA;113472;Tidak Bekerja;Small
100001593;Wanita;Menikah;44;S1;143343;Amatir;Mid
100001594;Wanita;Menikah;31;SMA;104074;Amatir;Mid
100001595;Wanita;Belum Menikah;33;SMA;138525;Amatir;Mid
100001596;Wanita;Menikah;49;S1;106960;Tidak Bekerja;Small
100001597;Wanita;Belum Menikah;26;SMA;108323;Amatir;Small
100001598;Wanita;Menikah;28;SMA;95784;Amatir;Small
100001599;Wanita;Menikah;30;SMA;140673;Amatir;Mid
100001600;Wanita;Menikah;36;SMA;104235;Amatir;Mid
100001601;Wanita;Menikah;27;SMA;54041;Tidak Bekerja;Small
100001602;Pria;Belum Menikah;23;Unknown;107961;Tidak Bekerja;Small
100001603;Pria;Belum Menikah;31;Unknown;113757;Amatir;Small
100001604;Wanita;Menikah;27;SMA;94884;Amatir;Small
100001605;Wanita;Menikah;25;SMA;126041;Amatir;Small
100001606;Wanita;Menikah;23;SMA;64952;Tidak Bekerja;Small
100001607;Pria;Menikah;27;SMA;66764;Tidak Bekerja;Small
100001608;Wanita;Belum Menikah;38;SMA;67861;Tidak Bekerja;Small
100001609;Pria;Belum Menikah;44;SMA;113516;Tidak Bekerja;Small
100001610;Wanita;Menikah;42;SMA;46109;Tidak Bekerja;Small
100001611;Wanita;Menikah;25;SMA;103651;Tidak Bekerja;Small
100001612;Pria;Menikah;40;SMA;75043;Tidak Bekerja;Small
100001613;Wanita;Menikah;24;SMA;116473;Tidak Bekerja;Small
100001614;Wanita;Belum Menikah;39;SMA;96614;Tidak Bekerja;Small
100001615;Pria;Belum Menikah;24;Unknown;66447;Tidak Bekerja;Small
100001616;Wanita;Belum Menikah;50;SMA;119068;Amatir;Small
100001617;Wanita;Menikah;28;SMA;122973;Tidak Bekerja;Small
100001618;Wanita;Menikah;36;SMA;81609;Tidak Bekerja;Small
100001619;Pria;Belum Menikah;36;SMA;105519;Amatir;Small
100001620;Wanita;Menikah;40;SMA;86649;Tidak Bekerja;Small
100001621;Wanita;Belum Menikah;31;Unknown;76384;Tidak Bekerja;Small
100001622;Pria;Menikah;27;SMA;67136;Tidak Bekerja;Small
100001623;Wanita;Menikah;35;SMA;93155;Tidak Bekerja;Small
100001624;Pria;Belum Menikah;51;SMA;124183;Tidak Bekerja;Small
100001625;Wanita;Belum Menikah;26;Unknown;64860;Tidak Bekerja;Small
100001626;Pria;Belum Menikah;33;SMA;87232;Tidak Bekerja;Small
100001627;Wanita;Menikah;27;SMA;92304;Tidak Bekerja;Small
100001628;Pria;Belum Menikah;38;SMA;84254;Tidak Bekerja;Small
100001629;Wanita;Belum Menikah;30;Unknown;106696;Amatir;Small
100001630;Pria;Belum Menikah;28;Unknown;113212;Amatir;Small
100001631;Pria;Belum Menikah;23;Unknown;71076;Tidak Bekerja;Small
100001632;Wanita;Menikah;23;SMA;114270;Tidak Bekerja;Small
100001633;Wanita;Menikah;26;SMA;125538;Amatir;Small
100001634;Wanita;Menikah;21;SMA;92442;Tidak Bekerja;Small
100001635;Wanita;Belum Menikah;36;SMA;75297;Tidak Bekerja;Small
100001636;Wanita;Menikah;24;SMA;65707;Tidak Bekerja;Small
100001637;Pria;Belum Menikah;41;SMA;120387;Amatir;Small
100001638;Pria;Belum Menikah;42;SMA;120946;Amatir;Small
100001639;Pria;Belum Menikah;27;Unknown;73265;Tidak Bekerja;Small
100001640;Pria;Menikah;40;SMA;77481;Tidak Bekerja;Small
100001641;Wanita;Menikah;34;SMA;91282;Tidak Bekerja;Small
100001642;Pria;Belum Menikah;40;SMA;104405;Tidak Bekerja;Small
100001643;Pria;Belum Menikah;33;SMA;99646;Amatir;Small
100001644;Wanita;Belum Menikah;49;SMA;97791;Tidak Bekerja;Small
100001645;Pria;Belum Menikah;28;Unknown;81878;Tidak Bekerja;Small
100001646;Wanita;Menikah;26;SMA;107908;Amatir;Small
100001647;Wanita;Belum Menikah;40;SMA;98608;Tidak Bekerja;Small
100001648;Pria;Belum Menikah;47;SMA;95228;Tidak Bekerja;Small
100001649;Wanita;Menikah;41;SMA;128163;Amatir;Small
100001650;Wanita;Menikah;29;SMA;94325;Tidak Bekerja;Small
100001651;Wanita;Menikah;37;SMA;90815;Tidak Bekerja;Small
100001652;Pria;Belum Menikah;31;Unknown;120719;Amatir;Small
100001653;Pria;Belum Menikah;35;SMA;110159;Amatir;Small
100001654;Pria;Belum Menikah;35;SMA;124490;Amatir;Small
100001655;Wanita;Menikah;29;SMA;75161;Tidak Bekerja;Small
100001656;Wanita;Belum Menikah;37;SMA;127206;Amatir;Small
